signal_score,name,stars,language,category,description,url,last_updated,topics,license,forks,open_issues,readme_snippet
1.1627,Riskfolio-Lib,3832,C++,trading_core,Portfolio Optimization and Quantitative Strategic Asset Allocation in Python,https://github.com/dcajasn/Riskfolio-Lib,2026-03-25,"asset-allocation, convex-optimization, cvar-optimization, cvxpy, drawdown-model, duration-matching, efficient-frontier, finance, investment, investment-analysis, portfolio-management, portfolio-optimization, principal-components-regression, quantitative-finance, risk-contribution, risk-factors, risk-parity, sharpe-ratio, stepwise-regression, trading",BSD-3-Clause,620,0,"Riskfolio-Lib **Portfolio Optimization in Python, Easy for Everyone.** <a href=""https://www.kqzyfj.com/click-101360347-15150084?url=https%3A%2F%2Flink.springer.com%2Fbook%2F9783031843037"" target=""_blank""> <div> <img src=""https://raw.githubusercontent.com/dcajasn/Riskfolio-Lib/refs/heads/master/docs/"
1.1561,Stock-Prediction-Models,9269,Jupyter Notebook,trading_ml,Gathers machine learning and deep learning models for Stock forecasting including trading bots and simulations,https://github.com/huseinzol05/Stock-Prediction-Models,2026-03-25,"deep-learning, deep-learning-stock, evolution-strategies, learning-agents, lstm, lstm-sequence, monte-carlo, monte-carlo-markov-chain, seq2seq, stock-market, stock-prediction-models, stock-price-forecasting, stock-price-prediction, strategy-agent, trading-bot",Apache-2.0,3019,47,"<p align=""center""> <a href=""readme""> <img alt=""logo"" width=""50%"" src=""output/evolution-strategy.png""> </a> </p> <p align=""center""> <a href=""https://github.com/huseinzol05/Stock-Prediction-Models/blob/master/LICENSE""><img alt=""MIT License"" src=""https://img.shields.io/badge/License-Apache--License--2."
1.1484,TradeMaster,2538,Jupyter Notebook,trading_core,TradeMaster is an open-source platform for quantitative trading empowered by reinforcement learning :fire: :zap: :rainbow:,https://github.com/TradeMaster-NTU/TradeMaster,2026-03-24,"finance, fintech, investment-strategies, jupyter-notebook, machine-learning, python, pytorch, quantitative-trading, reinforcement-learning, stock-market, trading-platform",Apache-2.0,492,24,"TradeMaster: An RL Platform for Trading <div align=""center""> <img align=""center"" src=https://github.com/TradeMaster-NTU/TradeMaster/blob/main/figure/Logo.png width=""25%""/> <div>&nbsp;</div> ![Python 3.9](https://www.python.org/downloads/release/python-3916/) ![Platform](Platform) ![License](License)"
1.1472,pybroker,3245,Python,trading_core,Algorithmic Trading in Python with Machine Learning,https://github.com/edtechre/pybroker,2026-03-25,"ai, algorithmic-trading, algotrading, artificial-intelligence, backtesting, crypto, cryptocurrency, data-science, finance, framework, investment, machine-learning, python, quantitative-finance, stocks, trading, trading-strategies",NOASSERTION,417,6,"<img src=""https://github.com/edtechre/pybroker/blob/master/docs/_static/pybroker-logo.png?raw=true"" alt=""PyBroker""> ![python](https://www.python.org/) ![Apache 2.0 with Commons Clause](https://www.pybroker.com/en/latest/license.html) ![Documentation Status](https://www.pybroker.com/en/latest/?badge="
1.1396,polymarket-market-maker-bot,320,Python,trading_core,"A production-ready market-making bot for Polymarket’s CLOB. It manages inventory, places optimal quotes, handles cancel/replace cycles, and applies automated risk controls. Designed for efficient spread capture, balanced YES/NO exposure, and real-time orderbook trading with low latency and gas-optimized operations.",https://github.com/lorine93s/polymarket-market-maker-bot,2026-03-25,"algorithmic-trading, automated-trading, clob-market-maker-bot, high-frequency-trading, inventory-management, liquidity-provider, liquidity-providers, market-maker-bot, polymarket, polymarket-bot, polymarket-market-maker-bot, polymarket-trading-bot, predictio-market-bot, prediction-markets, promethues-metrics, trading-bot, websocket",,184,4,"Polymarket Market Maker Bot Production-grade **Polymarket CLOB market-making bot** with optimized inventory management, spread farming, intelligent cancel/replace cycles, and automated risk controls. Designed for professional market makers seeking balanced exposure, efficient quote placement, and ma"
1.139,howtrader,893,Python,trading_core,"Howtrader: A crypto quant framework for developing, backtesting, and executing your own trading strategies. Seamlessly integrates with TradingView and other third-party signals. Simply send a post request to automate trading and order placement. Supports Binance and Okex exchanges.",https://github.com/51bitquant/howtrader,2026-03-25,"51bitquant, algo, binance, binance-api, binance-bot, binance-trader, bitcoin, cryptocurrency, eth, okx-exchange, okx-v5, python, quant, quantitative, trader, trading, tradingview, tradingview-alert, tradingview-webhooks, vnpy",MIT,337,23,"HowTrader 中文文档 What does Howtrader means? It means how to be a trader, especially a quant trader. HowTrader crypto quantitative trading framework, and was forked from VNPY, so the core codes、functions and useages are pretty similar to VNPY, but would be more easy to install and use. By the way, Howt"
1.1311,blankly,2418,Python,trading_core,"🚀 💸  Easily build, backtest and deploy your algo in just a few lines of code. Trade stocks, cryptos, and forex across exchanges w/ one package.",https://github.com/blankly-finance/blankly,2026-03-25,"algotrading, binance, blankly, bot, bot-framework, bots, coinbase, crypto, cryptocurrency, framework, investment, platform, python, stocks, trading, trading-bot, trading-strategies",LGPL-3.0,310,32,"<br /> <div align=""center""> <img style=""margin: 0 auto; padding-bottom: 15px; padding-top: 30px"" width=70%"" src=""https://firebasestorage.googleapis.com/v0/b/blankly-6ada5.appspot.com/o/blankly-github-logo.png?alt=media&token=8f436cd2-3d28-432c-867a-afef780f4260""> </div> <br /> <div align=""center""> <"
1.1294,bitquant,1128,Python,trading_core,51bitquant Python数字货币量化交易视频 CCXT框架 爬取交易所数据 比特币量化交易 交易机器人51bitquant tradingbot cryptocurrency quantitative trading btc trading,https://github.com/51bitquant/bitquant,2026-03-17,"51bitquant, algorithmic-trading, ccxt, cryptocurrency, gekko, high-frequency-trading, klines, marketmaker, python, quant, quantitative-finance, trading, trading-bot, trading-strategies, tradingview, vnpy",MIT,318,2,python数字货币量化交易视频代码 youtube视频链接: https://www.youtube.com/channel/UCjCMoRi4dZ6LRV2KL_RP8KQ/videos B站找到视频链接: https://space.bilibili.com/401686908 币安合约交易快速下单软件下载 链接地址：https://share.weiyun.com/F03qTiin 网易云课堂进阶课程 如果你想学习进阶的课程，可以看下一网易云课堂的视频: https://study.163.com/course/courseMain.htm?courseId=1209509824 课程
1.1255,barter-rs,2033,Rust,trading_core,Open-source Rust framework for building event-driven live-trading & backtesting systems,https://github.com/barter-rs/barter-rs,2026-03-25,"algo-trading, algorithmic-trading, algotrading, backtesting, backtesting-engine, backtesting-frameworks, backtesting-trading-strategies, crypto-bot, event-driven, hft, high-frequency-trading, market-making, quant, quantitative-finance, rust, trading-bot, trading-platform, trading-simulator, trading-strategies, trading-systems",MIT,326,72,"Barter Barter is an algorithmic trading ecosystem of Rust libraries for building high-performance live-trading, paper-trading and back-testing systems. * **Fast**: Written in native Rust. Minimal allocations. Data-oriented state management system with direct index lookups. * **Robust**: Strongly typ"
1.1225,QuantDinger,1049,Python,trading_core,"AI-driven, local-first quantitative trading platform for research, backtesting and live execution. Python-native, privacy-first, open source.",https://github.com/brokermr810/QuantDinger,2026-03-25,"ai-trading, algo-trading, algorithmic-trading, backtesting, llm, local-first, multi-agent, polymarket, quantitative-trading, systematic-trading, trading-platform, vibe-coding, vibe-trading",Apache-2.0,264,6,"<div align=""center""> <a href=""https://github.com/brokermr810/QuantDinger""> <img src=""https://ai.quantdinger.com/img/logo.e0f510a8.png"" alt=""QuantDinger Logo"" width=""160"" height=""160""> </a> <h1>QuantDinger</h1> <h3>AI-Native Quantitative Trading Platform</h3> <p><strong>Vibe Coding Meets Algo Trading"
1.1193,adamant-tradebot,776,JavaScript,trading_core,"Free self-hosted market-making bot for crypto projects & token issuers. Volume, spread, liquidity, price ranges, and dynamic order books — all in one.",https://github.com/Adamant-im/adamant-tradebot,2026-03-25,"algorithmic-trading, bitcoin, blockchain, crypto, crypto-bot, crypto-exchanges, cryptocurrency, liquidity, market-liquidity, market-making, order-book, orderbook, self-hosted, spread, trading, trading-bot, trading-volume, volume",,236,9,
1.1185,Options-Trading-Strategies-in-Python,976,Python,trading_core,Developing Options Trading Strategies using Technical Indicators and Quantitative Methods,https://github.com/PyPatel/Options-Trading-Strategies-in-Python,2026-03-25,"indicators, machine-learning, machine-learning-algorithms, options-trading, options-trading-strategies, python, python3, quantitative, quantitative-finance, quantitative-investment, quantitative-strategies, quantitative-trading, technical-indicators",,243,6,
1.1143,Quantitative-Notebooks,1319,Jupyter Notebook,trading_core,"Educational notebooks on quantitative finance, algorithmic trading, financial modelling and investment strategy",https://github.com/LongOnly/Quantitative-Notebooks,2026-03-25,"algorithmic-trading, algotrading, asset-allocation, asset-management, asset-pricing, data-analysis, data-science, financial-analysis, jupyter, machine-learning, notebook, pairs-trading, python, quantitative-finance, quantitative-trading, stock-trading, trading-algorithms, trading-strategies",Apache-2.0,215,0,
1.1118,algotrading,1518,Python,trading_core,Algorithmic trading framework for cryptocurrencies.,https://github.com/ivopetiz/algotrading,2026-03-25,"algorithmic-trading, algotrading, backtest, backtesting-trading-strategies, bot, crypto, crypto-algotrading, cryptocurrencies, cryptocurrency, cryptocurrency-exchanges, framework, hft, hft-trading, high-frequency-trading, realtime, trading, trading-algorithms, trading-api, trading-bot, trading-simulator",MIT,195,8,
1.104,ccxt,41510,Python,trading_infra,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ,https://github.com/ccxt/ccxt,2026-03-25,"altcoin, api, arbitrage, bitcoin, bot, btc, crypto, cryptocurrencies, cryptocurrency, eth, ethereum, exchange, invest, library, market-data, memecoin, merchant, strategy, trade, trading",MIT,8560,1370,
1.0998,Quantdom,761,Python,trading_core,Python-based framework for backtesting trading strategies & analyzing financial markets [GUI :neckbeard:],https://github.com/constverum/Quantdom,2026-03-14,"algorithmic-trading, algotrading, backtesting, finance, financial-analysis, fintech, investment, quant, quantitative-finance, stock-market, trading, trading-platform, trading-strategies",Apache-2.0,190,11,
1.0994,algobot,953,Python,trading_core,"Cryptocurrency trading bot with a graphical user interface with support for simulations, backtests, optimizations, and running live bots.",https://github.com/ZENALC/algobot,2026-03-25,"backtests, bot, crypto, cryptocurrency, optimizations, pyqt, pyqt5, python, robot, simulations, telegram, trade, trading",GPL-3.0,178,23,
1.0842,indicator,828,Go,trading_core,"Indicator Go delivers a rich set of technical analysis indicators, customizable strategies, and a powerful backtesting framework. No dependencies, just pure simplicity. ✨ See how! 👀",https://github.com/cinar/indicator,2026-03-21,"algorithmic-trading, bollinger-bands, finance, financial-instruments, indicator, indicators, macd, quant, quantative-finance, quantative-trading, quantitative-finance, stock-analysis, stock-market, technical-analysis, technical-analysis-indicators, technical-analysis-library, trading, trading-algorithms, trading-strategies, yahoo-finance",AGPL-3.0,150,40,
1.0789,mmb,599,Rust,trading_core,"Trading bot implemented in Rust, with market making and strategy automation for any exchange or blockchain.",https://github.com/purefinance/mmb,2026-03-23,"bot, crypto, cryptocurrency, marketmaker, marketmaking, orderbook, rust, rust-lang, serum, trading-bot, trading-strategies",GPL-3.0,103,1,
1.0732,investing-algorithm-framework,707,Python,trading_core,"Framework for developing, backtesting, and deploying automated trading algorithms and trading bots.",https://github.com/coding-kitties/investing-algorithm-framework,2026-03-24,"algorithmic-trading, backtesting, backtesting-trading-strategies, cryptocurrency, python, quantitative, quantitative-analysis, quantitative-finance, quantitative-trading, trade, trading, trading-bot, trading-bots, trading-strategies",Apache-2.0,93,16,
1.0727,alpha-rptr,639,Python,trading_core,"A trading bot for automated algorithmic trading on Binance Futures, Bybit, BitMEX and FTX written in python.",https://github.com/TheFourGreatErrors/alpha-rptr,2026-03-25,"algo, algorithmic-trading, binance, binance-futures, bitcoin, bitmex, bot, bybit, crypto, cryptocurrency, ftx, ftx-exchange, python, quantitative-trading, trading, trading-bot, trading-systems, websocket",MIT,81,1,
1.0704,bulbea,2267,Python,trading_ml,:boar: :bear: Deep Learning based Python Library for Stock Market Prediction and Modelling,https://github.com/achillesrasquinha/bulbea,2026-03-25,"deep-learning, finance, machine-learning, prediction, python-library, quantitative-finance, quantitative-trading, sentiment-analysis, stock-market, stock-market-prediction, stock-prediction",NOASSERTION,485,36,
1.0666,nautilus_trader,21428,Rust,trading_infra,Production-grade Rust-native trading engine with deterministic event-driven architecture,https://github.com/nautechsystems/nautilus_trader,2026-03-25,"algorithmic-trading-engine, artificial-intelligence, crypto-trading, equity-trading, forex, futures-trading, machine-learning, options-trading, python, rust, sports-betting, trading, trading-platform",LGPL-3.0,2539,65,
1.0641,pyjuque,456,Python,trading_core,⚡ Open Source Algorithmic Trading Bot for Python.,https://github.com/tudorelu/pyjuque,2026-03-19,"algorithmic-trading, binance, bitcoin, bot, ccxt, cryptocurrencies, ethereum, kucoin, okex, plotting, python3, strategy, trading",MIT,90,13,
1.063,strategies,5123,Unknown,trading_core,"quantitative trading with Javascript, Python, C++, PineScript, Blockly, MyLanguage(麦语言)",https://github.com/fmzquant/strategies,2026-03-25,,,1676,3,
1.0612,Deep_Learning_Machine_Learning_Stock,1726,Jupyter Notebook,trading_ml,Deep Learning and Machine Learning stocks represent promising opportunities for both long-term and short-term investors and traders.,https://github.com/LastAncientOne/Deep_Learning_Machine_Learning_Stock,2026-03-24,"algorithms, data-science, deep-learning, feature-engineering, feature-extraction, feature-selection, features-extraction, financial-engineering, machine-learning, neural-network, prediction, stock-analysis, stock-data, stock-market, stock-prediction, stock-price-prediction, stock-prices, stock-trading, technical-analysis, trading",MIT,369,4,
1.0611,TradingGym,1856,Python,trading_ml,Trading and Backtesting environment for training reinforcement learning agent or simple rule base algo.,https://github.com/Yvictor/TradingGym,2026-03-25,"backtest, backtesting-trading-strategies, python, reinforcement-learning, trading, trading-api, trading-bot, trading-platform, trading-simulator, trading-strategies",MIT,371,11,
1.048,Stock-Price-Predictor,316,HTML,trading_ml,"This project seeks to utilize Deep Learning models, Long-Short Term Memory (LSTM) Neural Network algorithm, to predict stock prices. ",https://github.com/Rajat-dhyani/Stock-Price-Predictor,2026-03-18,"capstone, deep-learning, jupyter-notebook, keras-tensorflow, long-short-term-memory, lstm, machine-learning, neural-network-algorithm, numpy, pandas, prediction, python, recurrent-neural-networks, stock-price-predictor, stock-prices",,165,5,
1.0436,QuantMuse,2126,Python,trading_core,"A comprehensive quantitative trading system with AI-powered analysis, real-time data processing, and advanced risk management",https://github.com/0xemmkty/QuantMuse,2026-03-25,"machine-learning, python, quantitative-trading",MIT,471,6,
1.0405,CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot,474,Python,trading_core,https://t.me/yeahrbb Automated cex option futures spot algorithm crypto quant binance bitget bybit kucoin trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance bot,https://github.com/yeahrb/CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot,2026-03-25,"binance, binancetrading, bitget, bot, bybit, cex, crypto, cryptocurrency, futures, futures-trading, kucoin, option, quant, stock, trading, trading-algorithm, trading-algorithms-bot, trading-strategy",,30,10,
1.0394,crypto-rl,947,Python,trading_ml,Deep Reinforcement Learning toolkit: record and replay cryptocurrency limit order book data & train a DDQN agent,https://github.com/sadighian/crypto-rl,2026-03-15,"arctic, bitcoin, bitfinex, coinbase, coinbase-pro, cryptocurrencies, deep-reinforcement-learning, dqn, hft, limit-order-book, mongodb, multiprocessing, multithreading, order-book, orderbook, recorder, tick-data, tickstore, trading, trading-algorithms",,242,5,
1.0377,basana,820,Python,trading_core,"A Python async and event driven framework for algorithmic trading, with a focus on crypto currencies.",https://github.com/gbeced/basana,2026-03-20,"algorithmic-trading, asyncio, backtesting, binance, cryptocurrency, trading-algorithms, trading-bot",NOASSERTION,109,2,
1.029,Personae,1401,Python,trading_ml,📈 Personae is a repo of implements and environment of Deep Reinforcement Learning & Supervised Learning for Quantitative Trading.,https://github.com/Ceruleanacg/Personae,2026-03-22,"paper, reinforcement-learning, stock, stock-data, stock-price-prediction, supervised-learning, time-series-prediction, trading",MIT,340,9,
1.0265,best-of-algorithmic-trading,757,Unknown,trading_core,"A ranked list of algorithmic trading open-source libraries, frameworks, bots, tools, books, communities, education materials. Updated weekly.",https://github.com/merovinh/best-of-algorithmic-trading,2026-03-25,"algorithmic-trading, algotrading, best-of-algotrading, trading, trading-api, trading-bot",CC-BY-SA-4.0,115,0,
1.0239,crypto-trading-bot,3451,TypeScript,trading_infra,"Cryptocurrency trading bot in javascript for Bitfinex, Bitmex, Binance, Bybit ... (public edition)",https://github.com/Haehnchen/crypto-trading-bot,2026-03-25,"binance, bitfinex, bitmex, bot, bybit, ccxt, coinbase, crypto, cryptocurrency, docker, exchange, javascript, margin, nodejs, trading, trading-bot, trading-strategies, tradingview, websocket",MIT,1038,118,
1.0186,freqtrade,48035,Python,topic_search,"Free, open source crypto trading bot",https://github.com/freqtrade/freqtrade,2026-03-25,"algorithmic-trading, bitcoin, cryptocurrencies, cryptocurrency, freqtrade, python, telegram-bot, trade, trading-bot",GPL-3.0,10014,41,
1.0156,stock-prediction-deep-neural-learning,668,Jupyter Notebook,trading_ml,Predicting stock prices using a TensorFlow LSTM (long short-term memory) neural network for times series forecasting,https://github.com/JordiCorbilla/stock-prediction-deep-neural-learning,2026-03-24,"crypto, cryptocurrency, deep-learning, deep-neural-networks, finance, jupyter-notebook, lstm, lstm-model, lstm-neural-networks, machine-learning, market-data, recurrent-neural-networks, stock, stock-prediction, stock-prices, time-series, yfinance",CC0-1.0,125,0,
1.0155,High-Frequency-Trading-Model-with-IB,2901,Python,trading_core,A high-frequency trading model using Interactive Brokers API with pairs and mean-reversion in Python,https://github.com/jamesmawm/High-Frequency-Trading-Model-with-IB,2026-03-25,,MIT,682,12,
1.0123,qlib,39325,Python,topic_search,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",https://github.com/microsoft/qlib,2026-03-25,"algorithmic-trading, auto-quant, deep-learning, finance, fintech, investment, machine-learning, paper, platform, python, quant, quant-dataset, quant-models, quantitative-finance, quantitative-trading, research, research-paper, stock-data",MIT,6126,378,
1.0062,deep-trading-agent,793,Python,trading_ml,Deep Reinforcement Learning based Trading Agent for Bitcoin,https://github.com/samre12/deep-trading-agent,2026-03-19,"agent, artificial-intelligence, bitcoin, deep-q-network, deep-reinforcement-learning, deep-sense, recurrent-neural-networks, trading",MIT,206,6,
1.0029,abu,16610,Python,topic_search,阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构,https://github.com/bbfamily/abu,2026-03-25,"algorithmic-trading, bitcoin, machine-learning, matplotlib, numpy, pandas, quant, quantitative-trading, stock, trade, trading",GPL-3.0,4467,3,
1.0014,poly-maker,963,Python,trading_core,An automated market making bot for Polymarket that provides liquidity by maintaining orders on both sides of the order book with customizable parameters   configured via Google Sheets.,https://github.com/warproxxx/poly-maker,2026-03-25,,MIT,381,4,
1.0012,Lean,18084,C#,topic_search,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)",https://github.com/QuantConnect/Lean,2026-03-25,"algorithm, algorithmic-trading-engine, c-sharp, finance, forex, lean-engine, options, python, quantconnect, stock-indicators, trading, trading-algorithms, trading-bot, trading-platform, trading-strategies",Apache-2.0,4635,257,
0.9932,awesome-quant,25106,HTML,topic_search,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance)",https://github.com/wilsonfreitas/awesome-quant,2026-03-25,"algorithmic-trading-engine, algorithmic-trading-library, algotrading, arbitrage-bot, awesome, awesome-list, finance, finance-api, financial-data, financial-instruments, google-finance, quant, quantitative-finance, quantitative-trading, stock-data, technical-analysis, trading-algorithms, trading-bot, trading-strategies, yahoo-finance",,3312,15,
0.986,FinRL,14557,Jupyter Notebook,topic_search,FinRL®:  Financial Reinforcement Learning. 🔥,https://github.com/AI4Finance-Foundation/FinRL,2026-03-25,"algorithmic-trading, deep-reinforcement-learning, drl-algorithms, drl-framework, drl-trading-agents, finance, fintech, multi-agent-learning, openai-gym, pythorch, stock-markets, stock-trading, tensorflow2, trading-tasks",MIT,3236,297,
0.9858,stock-bot,303,Python,trading_core,An open-source Python backtesting engine for designing and evaluating daily stock trading algorithms against real historical market data.,https://github.com/ryantcullen/stock-bot,2026-02-25,"finance, open-source, quantitative-finance, stock-market, trading-algorithms",AGPL-3.0,87,0,
